,Sector,Industry,Chairman & Chief Executive Officer,"President, Chief Operating Officer & Director",Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Peripherals,Stephen James Luczo,William David Mosley,"Dublin, Dublin",STX,profile
