,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Electric Operations,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Scott M. Prochazka,Kenneth M. Mercado,"Houston, Texas",CNP,profile
