,Sector,Industry,"President, CEO & Inside Director",Chief Global Operations Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Stephen M. Smith,Sushil K. Kapoor,"Redwood City, California",EQIX,profile
