,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Patricia K. Poppe,Rejji P. Hayes,"Jackson, Michigan",CMS,profile
