,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Jim Whitehurst,Eric Ryan Shander,"Raleigh, North Carolina",RHT,profile
