,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Other Consumer Services,Scott Douglas Farmer,James Phillip Holloman,"Cincinnati, Ohio",CTAS,profile
