,Sector,Industry,Chairman & Chief Executive Officer,"Chief Financial Officer, Treasurer & Senior VP",Corporate headquarters,Symbol,Category
1,Transportation,Air Freight/Couriers,David P. Abney,Richard N. Peretz,"Atlanta, Georgia",UPS,profile
