,Sector,Industry,Non-Executive Chairman & Chief Executive Officer,Senior VP-Global Operations & Customer Services,Corporate headquarters,Symbol,Category
1,Retail Trade,Specialty Stores,Michael Joseph Kowalski,John S. Petterson,"New York, New York",TIF,profile
