,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Robert A. Bruggeworth,Mark J. Murphy,"Greensboro, North Carolina",QRVO,profile
