,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-International Operations,Corporate headquarters,Symbol,Category
1,Retail Trade,Discount Stores,Walter Craig Jelinek,Roger A. Campbell,"Issaquah, Washington",COST,profile
