,Sector,Industry,"President, CEO, COO & Director","Chief Financial & Accounting Officer, Executive VP",Corporate headquarters,Symbol,Category
1,Process Industries,Chemicals: Agricultural,James Calvin O'Rourke,Richard L. Mack,"Plymouth, Minnesota",MOS,profile
