,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Director,Corporate headquarters,Symbol,Category
1,Electronic Technology,Semiconductors,Richard K. Templeton,Brian T. Crutcher,"Dallas, Texas",TXN,profile
