,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+6.41%,+30.51%,+15.45%,+5.25%,18.8,1.52,2.27,RJF,growth_and_valuation
