,Sector,Industry,Chief Executive Officer & Director,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Durables,Recreational Products,Robert A. Kotick,Collister Johnson,"Santa Monica, California",ATVI,profile
