,Sector,Industry,Chairman & Chief Executive Officer,"Chief Operating & Financial Officer, Executive VP",Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Apparel/Footwear,Emanuel Chirico,Michael A. Shaffer,"New York, New York",PVH,profile
