,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,David James Henshall,Mark M. Coyle,"Fort Lauderdale, Florida",CTXS,profile
