,Sector,Industry,Chief Executive Officer & Director,Chief Operating Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Communications,Charles H. Robbins,Rebecca J. Jacoby,"San Jose, California",CSCO,profile
