,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+349.11%,+6.60%,+8.32%,+4.50%,5.5,3.78,3.75,EBAY,growth_and_valuation
