,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+13.95%,+6.17%,+6.00%,-3.81%,29.6,2.01,12.03,K,growth_and_valuation
