,Sector,Industry,"Executive Chairman, President & CEO",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Internet Software/Services,D. James Bidzos,Todd B. Strubbe,"Reston, Virginia",VRSN,profile
