,Sector,Industry,Chairman & Chief Executive Officer,Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Finance,Investment Banks/Brokers,Jim Cracchiolo,Charles Neal Maglaque,"Minneapolis, Minnesota",AMP,profile
