,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Services,Movies/Entertainment,Jeffrey L. Bewkes,Howard M. Averill,"New York, New York",TWX,profile
