,Sector,Industry,"Chairman, President & Chief Executive Officer",Executive Vice President-Operations & Integration,Corporate headquarters,Symbol,Category
1,Technology Services,Data Processing Services,Mike Lawrie,Eric Harmon,"Tysons, Virginia",DXC,profile
