,Sector,Industry,"President, Chief Executive Officer & Director",EVP-Corporate & Vertically Integrated Operations,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Timothy L. Dove,Mark Stephen Berg,"Irving, Texas",PXD,profile
