,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Electronics/Appliance Stores,Hubert Joly,Corie Barry,"Richfield, Minnesota",BBY,profile
