,Sector,Industry,Chief Executive Officer & Director,President & Director,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Meat/Fish/Dairy,Rich Handler,Brian P. Friedman,"New York, New York",LUK,profile
