,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Household/Personal Care,Camillo Pane,Patrice de Talhouët,"New York, New York",COTY,profile
