,Sector,Industry,"President, Chief Executive Officer & Director","Chief Financial Officer, Director & VP",Corporate headquarters,Symbol,Category
1,Industrial Services,Oil & Gas Pipelines,Steven J. Kean,Kimberly Allen Dang,"Houston, Texas",KMI,profile
