,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Andrés Ricardo Gluski Weilert,Bernerd Raymond da Santos Ávila,"Arlington, Virginia",AES,profile
