,Sector,Industry,Chief Executive Officer & Director,President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Michael B. Polk,Mark S. Tarchetti,"Hoboken, New Jersey",NWL,profile
