,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Processing Hardware,Dion J. Weisler,Jon E. Flaxman,"Palo Alto, California",HPQ,profile
