,Sector,Industry,Chief Executive Officer & Director,"President, Secretary, CAO & General Counsel",Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,Victor Luís,Todd Kahn,"New York, New York",COH,profile
