,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Home Improvement Chains,Robert A. Niblock,Ricky D. Damron,"Mooresville, North Carolina",LOW,profile
