,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Finance,Financial Conglomerates,Kenneth Irvine Chenault,Jeffrey C. Campbell,"New York, New York",AXP,profile
