,Sector,Industry,"President, Chief Executive Officer & Director",Co-Chief Operating Officer & Executive VP,Corporate headquarters,Symbol,Category
1,Finance,Regional Banks,Gregory D. Carmichael,Lars C. Anderson,"Cincinnati, Ohio",FITB,profile
