,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Mauricio Gutierrez,Christopher S. Moser,"Princeton, New Jersey",NRG,profile
