,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Transportation,Railroads,Patrick J. Ottensmeyer,Jeffrey M. Songer,"Kansas City, Missouri",KSU,profile
