,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Hamid R. Moghadam,Thomas S. Olinger,"San Francisco, California",PLD,profile
