,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Inge G. Thulin,Michael F. Roman,"St. Paul, Minnesota",MMM,profile
