,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operations & Communications Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Movies/Entertainment,David M. Zaslav,David C. Leavy,"Silver Spring, Maryland",DISCK,profile
