,Sector,Industry,"President, CEO & Non-Independent Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Drugstore Chains,Larry J. Merlo,Jonathan C. Roberts,"Woonsocket, Rhode Island",CVS,profile
