,Sector,Industry,"Chairman, President, CEO & Chief Operating Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Retail Trade,Food Retail,W. Rodney McMullen,J. Michael Schlotman,"Cincinnati, Ohio",KR,profile
