,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Technology Services,Packaged Software,Brad D. Smith,R. Neil Williams,"Mountain View, California",INTU,profile
