,Sector,Industry,"President, Chief Executive Officer & Director","Senior VP, Chief Financial & Accounting Officer",Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Machinery,Patrick K. Decker,E. Mark Rajkowski,"Rye Brook, New York",XYL,profile
