,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Health Technology,Biotechnology,Hervé Hoppenot,David W. Gryska,"Wilmington, Delaware",INCY,profile
