,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Dan O. Dinges,Scott C. Schroeder,"Houston, Texas",COG,profile
