,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Chemicals: Specialty,Stephen F. Angel,Matthew J. White,"Danbury, Connecticut",PX,profile
