,Sector,Industry,Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Beverages: Non-Alcoholic,Indra K. Nooyi,Ramon Luis Laguarta,"Purchase, New York",PEP,profile
