,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Precious Metals,Gary J. Goldberg,Tom Palmer,"Greenwood Village, Colorado",NEM,profile
