,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Process Industries,Industrial Specialties,Michael H. McGarry,Vincent J. Morales,"Pittsburgh, Pennsylvania",PPG,profile
