,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Health Technology,Pharmaceuticals: Other,John T. Hendrickson,Ron L. Winowiecki,"Dublin, Dublin",PRGO,profile
