,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer & Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Wesley G. Bush,Gloria A. Flach,"Falls Church, Virginia",NOC,profile
