,Sector,Industry,"Chairman, President & Chief Executive Officer",Executive Vice President-International Operations,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,James D. Taiclet,William Hal Hess,"Boston, Massachusetts",AMT,profile
