,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Meat/Fish/Dairy,Thomas P. Hayes,Dennis Leatherby,"Springdale, Arkansas",TSN,profile
