,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-14.42%,+32.45%,+15.00%,-2.33%,21.3,1.73,3.49,DOV,growth_and_valuation
