,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Finance,Major Banks,Timothy J. Sloan,John R. Shrewsberry,"San Francisco, California",WFC,profile
