,Sector,Industry,Chief Executive Officer & Director,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,John B. Hess,Gregory P. Hill,"New York, New York",HES,profile
