,Sector,Industry,"Chairman, President & Chief Executive Officer",President-Group Operations & Executive VP,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Benjamin G. S. Fowke,Kent T. Larson,"Minneapolis, Minnesota",XEL,profile
