,Previous close,Today’s open,Day’s range,Volume,Average volume (3 months),Market cap,Dividend yield,Symbol,Category
1,17.21,17.27,17.19 - 17.47,7521447,10277118,$18.9B,2.19%,KEY,todays_trading
