,Sector,Industry,"Chairman, President & Chief Executive Officer",Co-COO & Chief Technology Officer,Corporate headquarters,Symbol,Category
1,Finance,Major Banks,Brian T. Moynihan,Catherine P. Bessant,"Charlotte, North Carolina",BAC,profile
