,Sector,Industry,Co-Chairman & Co-Chief Executive Officer,Co-Chairman & Co-Chief Executive Officer,Corporate headquarters,Symbol,Category
1,Finance,Life/Health Insurance,Gary L Coleman,Larry M. Hutchison,"McKinney, Texas",TMK,profile
