,Sector,Industry,Chief Executive Officer & Director,President & Chief Revenue Officer,Corporate headquarters,Symbol,Category
1,Transportation,Airlines,Edward Herman Bastian,Glen W. Hauenstein,"Atlanta, Georgia",DAL,profile
