,Sector,Industry,Chairman & Chief Executive Officer,Chief Operating Officer & Director,Corporate headquarters,Symbol,Category
1,Technology Services,Internet Software/Services,Mark Elliot Zuckerberg,Sheryl Kara Sandberg,"Menlo Park, California",FB,profile
