,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Trucks/Construction/Farm Machinery,Ronald E. Armstrong,Harrie C. A. M. Schippers,"Bellevue, Washington",PCAR,profile
